1	32.08427
2	60.031222
3	30.015632
4	2145.118201
5	0.000061
6	0.000122
7	0.000276
8	0.000122
9	0.000056
10	0.000149
11	0.000076
12	0.000182
13	0.000183
14	0.000035
15	0.000202
16	0.000085
17	0.000214
18	0.000191
19	0.000137
20	0.000058
21	0.000111
22	0.000139
23	0.000407
24	0.000111
25	0.000126
26	0.000145
27	0.000194
28	0.000049
29	0.000114
30	0.000375
31	0.000125
32	0.000145
33	0.000119
34	0.000261
35	-0.000058
36	0.0003
37	0.000156
38	0.000052
39	0.000081
40	0.000173
41	0.000006
42	0.000193
43	0.000133
44	0.000153
45	0.000227
46	0.000132
47	0.000127
48	0.000095
49	0.000114
50	0.000228
51	0.000181
52	0.00011
53	0.000108
54	0.000098
55	0.000144
56	0.000201
57	0.00008
58	0.000395
59	0.000139
60	0.000118
61	0.000134
62	0.000142
63	0.000197
64	0.000119
65	0.000209
66	0.000145
67	0.000091
68	0.000085
69	0.000148
70	0.000078
71	0.000325
72	0.000078
73	0.000132
74	0.000188
75	0.000206
76	0.000209
77	0.000141
78	0.000149
79	0.000127
80	0.000117
81	0.000088
82	0.00021
83	-0.000007
84	0.000191
85	0.000279
86	0.000088
87	0.00012
88	0.000149
89	0.000142
90	0.000292
91	0.00007
92	0.000097
93	0.000171
94	0.000164
95	0.000112
96	0.000055
97	0.000043
98	0.000467
99	0.000035
100	0.000172
101	0.000102
102	0.000141
103	0.000363
104	0.000164
105	0.000045
106	0.000203
107	0.000121
108	0.00016
109	0.000059
110	0.000383
111	0.000127
112	0.00008
113	0.000131
114	0.000155
115	0.000143
116	0.00027
117	0.0001
118	0.000058
119	0.000122
120	0.000181
121	0.000115
122	0.0001
123	0.000118
124	0.000391
125	0.000094
126	0.00012
127	0.000154
128	0.000157
129	0.000084
130	0.000129
131	0.000139
132	0.000167
133	0.000167
134	0.000052
135	0.000125
136	0.000157
137	0.000375
138	0.000144
139	0.000175
140	0.000045
141	0.000195
142	0.000309
143	0.000216
144	0.000154
145	-0.000036
146	0.000167
147	0.00017
148	0.000272
149	0.000113
150	0.000143
151	0.000192
152	0.000088
153	0.000512
154	0.000147
155	0.000096
156	0.000109
157	0.000087
158	0.000184
159	0.000069
160	0.000289
161	0.000132
162	0.000153
163	0.000197
164	0.000097
165	0.000325
166	0.000077
167	0.00017
168	0.000142
169	0.000151
170	0.000062
171	0.000115
172	0.000153
173	0.000298
174	0.000147
175	0.000149
176	0.000137
177	0.000126
178	0.000229
179	0.000119
180	0.000238
181	0.00014
182	0.000137
183	0.000152
184	0.0001
185	0.00033
186	0.000117
187	0.000163
188	0.000169
189	0.00007
190	0.000291
191	0.000124
192	0.000165
193	0.000113
194	0.000101
195	0.000201
196	0.000149
197	0.000428
198	0.000095
199	0.000208
200	0.00017
201	0.0004
202	0.000165
203	0.000159
204	0.000074
205	0.000119
206	0.000127
207	0.000248
208	0.000202
209	0.000106
210	0.000139
211	0.000169
212	0.000293
213	0.000156
214	0.000126
215	0.000189
216	0.000099
217	0.000166
218	0.000078
219	0.000143
220	0.000384
221	0.000108
222	0.000117
223	0.000104
224	0.000226
225	0.000124
226	0.000177
227	0.000122
228	0.000099
229	0.000104
230	0.000143
231	0.0002
232	0.000133
233	0.000229
234	0.000203
235	0.000126
236	0.000126
237	0.000125
238	0.000333
239	0.000087
240	0.000195
241	0.000248
242	0.000063
243	0.000092
244	0.000114
245	0.000404
246	0.000132
247	0.00007
248	0.000171
249	0.000309
250	0.000098
251	0.000148
252	0.000133
253	0.000194
254	0.000082
255	0.000098
256	0.000115
257	0.000393
258	0.00012
259	0.000131
260	0.000107
261	0.000147
262	0.000416
263	0.000139
264	0.000143
265	0.000086
266	0.000146
267	0.000162
268	0.000167
269	0.000262
270	0.00019
271	0.000153
272	0.000105
273	0.000358
274	0.000112
275	0.000078
276	0.000147
277	0.000125
278	0.000158
279	0.000064
280	0.000482
281	0.000184
282	0.000147
283	0.000127
284	0.000127
285	0.000305
286	0.000158
287	0.000101
288	0.000167
289	0.00018
290	0.000004
291	0.000193
292	0.000202
293	0.000071
294	0.00019
295	0.000093
296	0.000106
297	0.000164
298	0.000313
299	0.000129
300	0.000109
301	0.000152
302	0.000111
303	0.000218
304	0.000099
305	0.000306
306	0.000184
307	0.000104
308	0.000186
309	0.00008
310	0.000396
311	0.000147
312	0.000104
313	0.000093
314	0.000195
315	0.000068
316	0.000164
317	0.000027
318	0.000414
319	0.000139
320	0.000115
321	0.000157
322	0.000108
323	0.000284
324	0.000171
325	0.00008
326	0.000117
327	0.000081
328	0.000166
329	0.000176
330	0.000342
331	0.000204
332	0.000083
333	0.000094
334	0.000204
335	0.000244
336	0.000095
337	0.000165

