4	9.99	0.40
8	9.99	0.80
16	9.99	1.60
32	9.99	3.20
64	9.99	6.41
128	9.99	12.81
256	9.99	25.63
512	9.99	51.25
1024	19.98	51.25
2048	29.97	68.33
4096	49.95	82.00
8192	89.91	91.11
16384	159.84	102.50
32768	299.70	109.34
65536	549.45	119.28
